GSM3378079	GSM3378080	GSM3378081	GSM3378082	GSM3378083	GSM3378084
CCDC27	0.527847087779325	0.67157630733539	0.411731228922274	0.416561395977656	0.620350833144648	0.508626926691867
SMIM1	2.81837625575573	2.77851141847588	3.00912654561236	3.20777817894208	3.06859397474721	2.85140886892198
LRRC47	5.63918346082855	5.56666562778586	5.47224081992252	5.51797887440227	5.62346701925605	5.65446885791409
CEP104	4.11809289594835	4.21593234118215	4.4860048294596	4.46288254998022	4.29274266319852	4.29134800967867
DFFB	2.70287301350403	2.55623766472336	2.60074787174946	2.62442669908667	3.05579376882892	2.98638957673632
LOC107984910	0.144256525703127	0.2507075404276	0.175155740751975	0.169994988307784	0.252722324300466	0.324421968531919
C1orf174	3.75525028850451	3.65285916532182	3.77570301577485	3.70112201064281	3.93144498455509	3.97999855887449
LINC01134	0.580465821880121	0.674037486974177	0.55298682167352	0.49354698020993	0.53485629469779	0.644079098905873
LINC01346	0	0	0	0	0	0
LINC01345	0	0	0	0	0	0
LINC02780	0.28889288349353	0.100930607806565	0.104810466844131	0.129205350415184	0.0691237751054704	0.153621080589267
LINC01777	0.0376850758959272	0	0	0	0	0.037735439570872
LOC105376674	0	0	0	0	0	0
LINC01646	0	0	0	0	0	0
LOC107985376	0	0	0	0	0	0
AJAP1	0.00475137561169766	0	0	0.0829626700307465	0.0136009919891283	0.00188181140668776
LINC02781	0	0	0	0	0	0
LOC102724429	0	0	0	0	0	0
LINC02782	0	0	0	0	0	0
LOC105376682	0	0	0	0	0	0
LOC107984911	0	0	0	0	0	0
LOC105376686	0	0	0	0	0	0
MIR4689	0	0	0	0	0	0.892344456507657
NPHP4	2.52423657771775	2.51248382629779	2.66800747560601	2.95285821175603	2.90536733394375	3.01818145429619
KCNAB2	3.96073987495753	3.86124408282875	2.90672120146719	2.95335720290592	3.97653745083004	3.99590939151752
CHD5	0.434162702106163	0.410327143778819	0.48350921168502	0.432781016004949	0.590753230821238	0.576946645742366
LOC105376687	0.645665960821848	1.36593622951678	0	0	0.922253348328808	0.801928515057912
RPL22	8.48116997930522	8.49409219285638	8.20032480881111	8.15133948819778	8.51752159558022	8.43148733808674
LOC107985733	3.82795294729117	4.09127505550903	3.74800237424022	3.71806181305403	3.72897116514666	3.65028422207315
RNF207-AS1	1.30527216946463	2.15069112727873	1.89884505284865	1.61946644321882	1.09903066121058	1.4259990987737
RNF207	3.35528120035003	3.08362913612799	2.63901316059788	2.79098224783234	2.14405678180836	2.15013527796875
ICMT	5.76764966983728	5.80713646721811	5.66050266217747	5.6375136280708	6.41675683134404	6.43347099860134
ICMT-DT	0.669464776439724	0.383400875830618	0.704325379148961	0.865081342229511	0.905849620759688	0.547844739328719
HES3	0	0	0	0	0	0
GPR153	0.839665865037282	0.758963324166265	1.22403493798521	1.27079669807974	0.725905851963933	0.816101278488059
ACOT7	5.30706525880866	5.28012673674863	5.00392893753681	5.03948257392488	5.69591297631683	5.68969259308353
HES2	0.536477192713247	0.363893445210404	1.46869072955139	1.37053128289483	0.667249614161434	0.665743626723926
ESPN	1.41526750762195	1.33604205017871	0.601648720201966	0.784553979090456	0.987446778069143	1.07400162216376
MIR4252	0	0	0	0	0	0
TNFRSF25	1.83532954502703	1.73299298579195	1.46578144012758	1.86033618818227	1.46960015366663	1.44442875341094
PLEKHG5	2.06393486201646	1.95237219721528	1.84894180209023	2.11334644689092	1.76814503910731	1.80294869939746
NOL9	3.35244684969246	3.34524248920624	3.16358375007221	3.02279572394009	3.5216654314475	3.5287865913738
TAS1R1	0.611061350849238	0.55832141217236	0.45665073160198	0.363359818527591	0.616093850520807	0.613758577301794
LOC107984912	0.486917761797431	0.404391964797856	0.40260467873187	0	0.404000512791193	0.173695321644609
ZBTB48	4.04962432194541	4.01912730390901	4.07356552204909	4.30386339419596	3.84027364763645	3.96861790704866
KLHL21	5.12279298999935	5.10303793054534	4.58436427472116	4.56759859486419	4.89828130908585	4.96082692612124
LOC107984913	0.719603964805123	0.758345264176495	0.37294599883025	0.559534757886399	0.150432900523181	0.269500487193664
PHF13	4.26187179226535	4.20379323452893	3.81880156473689	3.75437179495431	4.16349754332504	4.22648826959086
THAP3	4.20240387533439	4.06425577432479	4.12309723393722	4.15439512395311	4.09676642544493	4.14434546993997
DNAJC11	5.94413905318103	5.95890988754058	5.72708782069969	5.78069829951191	5.88568062675338	6.0079087504704
LINC01672	0	0	0	0	0	0
CAMTA1-DT	2.04967411573616	2.30470075722861	2.41723019430587	1.99748803305037	2.04049825910394	2.45216089953
CAMTA1	2.00871889804755	2.07336572138638	2.32566341086113	2.29219077910152	2.11852666895116	2.03393024693925
LOC105376692	0	0	0	0	0	0
CAMTA1-AS2	0	0	0	0	0	0
CAMTA1-AS1	0	0	0	0	0	0
LOC105376691	0	0	0	0	0	0
LOC105376689	2.01850823834593	2.02266690627725	2.18801805161712	2.26693740788845	1.56648253498091	1.89498449913646
VAMP3	6.19778365205811	6.17268094748539	6.25934266178923	6.23890957933107	6.18642333227146	6.15741296719921
PER3	3.09814901616763	3.11420646206423	2.54407897334966	2.51911003407631	3.3520153163957	3.29730668523626
UTS2	0.0461751170756916	0	0.0646336500135637	0	0.062312586187795	0.0472958181474884
TNFRSF9	0.367769480235987	0.284521037381863	0.0788836105676837	0.128015590819573	0.101574491992145	0.0339265849411052
PARK7	9.33321264421488	9.35167028603554	9.43618949887722	9.48019495380558	9.31711791827586	9.30610561927568
ERRFI1	3.6795296125115	3.69732906975755	7.31391892326503	7.3095331207003	4.18672513414329	4.28446005096614
LOC107984915	0.0740502221823593	0	0	0	0	0
LINC01714	0	0	0.19722218604392	0	0	0
LOC105376695	0	0	0.490474138393888	0	0	0
SLC45A1	0.555689232088267	0.563298371337087	0.991176988172666	0.993493866221289	0.684290717587621	0.845518954180475
RERE	4.0519171471401	3.87108918332431	4.31754418039375	4.37540576224347	3.75445733361799	3.82590270284309
RERE-AS1	1.27229013187117	1.23428910361137	1.43911928812892	1.28361118621253	0.710818822424173	1.01535502798963
SNORD128	0	0	0	0	0	0
ENO1	10.4895349645977	10.4648865433703	10.2126141199153	10.2126141199153	10.2126141199153	10.3413519381443
MIR6728	1.91491888839115	2.34597310602611	0.830726883608169	2.53661067313393	1.76996376767242	2.46184361376268
ENO1-AS1	3.99244508119776	4.01019550963978	3.99605454647121	4.14098801841053	3.94333394389983	3.93897392325441
LOC112268261	0.00500997261162222	0.0198922367761249	0.0225186472401662	0.030023327303892	0.0366741338081921	0.0522740725198482
CA6	0	0	0	0	0	0
SLC2A7	0.0776519707838309	0	0.147476862348966	0.14162713427062	0.189413561920439	0.149860842948945
SLC2A5	0.00522050336536541	0.0369717849983211	0.0233044862468834	0.0316448994243125	0.0216049161053889	0.0245936539047415
GPR157	3.13632706247949	3.22135355420381	2.75975398104483	2.76921795257663	3.14702459750481	3.23638930451591
MIR34AHG	4.02941634296989	3.89185271903055	3.11444344962024	3.18873748641734	3.30018691820267	3.33522190437348
MIR34A	2.47288432468748	1.85499375852324	1.80822990978958	1.19133947423363	1.56537671012849	1.3655109519879
LNCTAM34A	3.41902115399393	3.25350284870866	2.76599506665896	2.89328197814711	2.85764269568339	2.90552528489315
H6PD	3.84374099964488	3.94740868311302	3.89274426664048	3.87125006899986	3.80385094819914	3.80494649202991
SPSB1	1.25041237163089	1.48014265076825	1.56020529819243	1.84791486780368	1.7910197558233	1.76937548284231
LINC02606	1.09250509330961	0.950208975852191	1.02533092680731	0.98578571615021	1.15144974403209	0.983340227024323
SLC25A33	5.09779215715366	5.07847687791575	5.93085546180346	5.86081049727561	5.99337851022811	5.98838943172148
TMEM201	3.33615767548988	3.30975513054863	3.05510887538236	3.21583859782549	3.84558421266816	3.88646796225445
LOC107985734	1.32881646705875	1.06898392670625	1.05714620404379	0.876638150103595	1.74148482078061	1.65591362978855
LOC105376712	0	0	0	0	0	0
PIK3CD	5.22945509445164	5.10891529839458	5.20981889333012	5.27028051402871	4.99015461007742	4.99090635741918
PIK3CD-AS1	0	0	0	0	0	0
PIK3CD-AS2	3.35350541010834	3.38820091175936	3.06568299602077	3.05510887538236	3.24143733003268	2.94658241784995
CLSTN1	7.15173241545321	7.10289203284017	6.63609106446197	6.67240720191039	6.93609551402498	6.91742500909833
CTNNBIP1	4.99956821074067	4.99840456876938	5.28614045109786	5.16434393972175	5.10785752904027	5.06530186260576
LOC105376717	3.53563394275911	3.44516306982328	4.0308989489703	4.09676642544493	3.78473616279344	3.80289145948782
LZIC	4.6738701687548	4.79280644596124	4.48325403190743	4.46753869698645	4.64672941292703	4.66819506743684
NMNAT1	3.60973397426362	3.56140637896522	3.72472470688859	3.69520112492015	3.60383246779389	3.60606367393731
TMEM274P	0	0.215709156029395	0.404518449342938	0	0.220722322044867	0
MIR5697	0	0	0.911852470345285	0	0	0
RBP7	2.05849352430675	2.09050362143905	2.63823714605667	2.5685395470337	2.54813454412956	2.51053290018565
UBE4B	5.16232461156979	5.19566725560416	5.19233792090581	5.14411457018023	5.11447719331393	5.1142646047681
KIF1B	4.69407427581185	4.80624972304679	4.57500088161977	4.4998502753939	4.72148806826641	4.65762081918668
LOC105376725	0.276405851348137	0.320075900340559	0.0749254598474748	0.0672885830516378	0.0716354838021084	0.107737415783125
PGD	8.2116598542402	8.20554064873781	7.68514358603578	7.68152750998593	7.7389562431447	7.8415583712065
CENPS-CORT	4.22865483235609	4.25726273586636	4.05966926144062	3.97999855887449	4.49951868912258	4.49361851428262
CENPS	4.79454311176231	4.82257447947536	4.56282913282263	4.47317261332948	5.05030829609001	5.06134440435776
CORT	1.46036222217313	1.60803093704879	1.38406619875439	1.55185034759251	1.83686867928053	1.59501018326338
DFFA	4.83786678339854	4.86605626221481	4.62467322957899	4.58321103259596	4.97404002111711	4.97021608976115
PEX14	3.06345284645494	3.03488564784951	3.23500746461909	3.22837134769963	2.86952576085369	2.85221458053017
CASZ1	4.26187179226535	4.23409916418853	4.42734517928096	4.55416936576658	4.02428878565015	4.14147657342598
LOC105376733	0.544979632073326	0.220276062159206	0.155633032274666	0.0756669908832992	0.151401435617169	0.313244355305671
LOC105376735	0	0	0	0	0	0
C1orf127	0.248248060690543	0.104856444317369	0	0.285111678070784	0.0710910765061928	0.107166771630947
TARDBP	6.81682112038548	6.77690983971251	6.53088262747608	6.47927560009571	6.720253176897	6.80395964332363
MASP2	1.77348799434489	1.54971627230539	1.76996376767242	2.04327657053748	1.61478638886122	1.84362932108638
SRM	8.02823985525765	8.026591243884	7.8962877416204	8.0345682447059	8.10332177523776	8.19260756086591
EXOSC10	5.66993982838217	5.62656658851538	5.41281857133936	5.40324639258561	5.66899052583982	5.76592648549838
EXOSC10-AS1	3.39948115904096	3.49002344046313	3.01938930889141	3.28006787537964	3.32912747201612	3.58294334862293
MTOR	4.33046486695368	4.41560540153678	5.83287395350352	5.874071895899	4.89422648087055	4.86663242107605
MTOR-AS1	1.96086560854623	2.09336427993287	3.47462049891331	3.32443620963295	2.52237705804249	2.63823714605667
ANGPTL7	0	0	0	0.0379555443282434	0	0.0308520947445049
UBIAD1	3.81370674491961	3.88709976201445	4.14802824886972	4.06340509747354	4.0732849775034	4.0860428625497
LOC105376737	0	0	0	0	0	0
LOC105376739	0	0	0	0.143827776287407	0	0
LOC105376740	0	0	0.111536785695152	0.102663081011008	0.106005573250474	0.083845589203301
DISP3	0.0748729657686709	0.0691237751054704	0.0317590164686482	0.0521163360507578	0.0939507364770792	0.0307931886010477
LOC112268221	0.0176550000525354	0	0.0322235094717238	0.0249765382557083	0.0315026117549841	0.016717473777607
LINC01647	0.0612881492187298	0	0.415450566317974	0.480656696540502	0.153889007001649	0.340621183570509
FBXO2	4.99310095371725	4.87824775933816	3.72472470688859	4.12240252916776	4.60927774923113	4.40014647816146
FBXO44	4.74286357781902	4.58698770884323	4.16737511746631	4.24308713695333	4.36341106550426	4.29487661760501
FBXO6	3.02719468398051	3.0831744915711	3.28623326098106	3.26480151761274	3.23393000395572	3.04930436264509
MAD2L2	4.88295027459708	4.86161545144526	4.97231644963565	4.94386469529694	5.15683034090156	5.03320593063835
